"winner_name","loser_name","surface","year","period"
"Bautista Agut R.","Khachanov K.","Grass",2018,"2017-19"
"Coric B.","Federer R.","Grass",2018,"2017-19"
"Wawrinka S.","Norrie C.","Grass",2018,"2017-19"
"Cilic M.","Verdasco F.","Grass",2018,"2017-19"
"Lopez F.","Goffin D.","Grass",2018,"2017-19"
"Chardy J.","Medvedev D.","Grass",2018,"2017-19"
"Djokovic N.","Dimitrov G.","Grass",2018,"2017-19"
"Djokovic N.","Mannarino A.","Grass",2018,"2017-19"
"Chardy J.","Tiafoe F.","Grass",2018,"2017-19"
"Djokovic N.","Chardy J.","Grass",2018,"2017-19"
"Cilic M.","Djokovic N.","Grass",2018,"2017-19"
"Mannarino A.","Sousa J.","Grass",2018,"2017-19"
"Mannarino A.","Monfils G.","Grass",2018,"2017-19"
"Murray A.","Wawrinka S.","Grass",2018,"2017-19"
"Johnson S.","Medvedev D.","Grass",2018,"2017-19"
"Federer R.","Lajovic D.","Grass",2018,"2017-19"
"Medvedev D.","Coric B.","Grass",2018,"2017-19"
"Wawrinka S.","Dimitrov G.","Grass",2018,"2017-19"
"Monfils G.","Gasquet R.","Grass",2018,"2017-19"
"Fritz T.","Sonego L.","Grass",2018,"2017-19"
"Tiafoe F.","Verdasco F.","Grass",2018,"2017-19"
"Shapovalov D.","Chardy J.","Grass",2018,"2017-19"
"Paire B.","Shapovalov D.","Grass",2018,"2017-19"
"Zverev A.","Fritz T.","Grass",2018,"2017-19"
"Mannarino A.","Medvedev D.","Grass",2018,"2017-19"
"Federer R.","Struff J.L.","Grass",2018,"2017-19"
"Nadal R.","De Minaur A.","Grass",2018,"2017-19"
"Khachanov K.","Tiafoe F.","Grass",2018,"2017-19"
"Federer R.","Mannarino A.","Grass",2018,"2017-19"
"Isner J.","Tsitsipas S.","Grass",2018,"2017-19"
"Anderson K.","Monfils G.","Grass",2018,"2017-19"
"Djokovic N.","Khachanov K.","Grass",2018,"2017-19"
"Djokovic N.","Nishikori K.","Grass",2018,"2017-19"
"Anderson K.","Federer R.","Grass",2018,"2017-19"
"Isner J.","Raonic M.","Grass",2018,"2017-19"
"Anderson K.","Isner J.","Grass",2018,"2017-19"
"Djokovic N.","Nadal R.","Grass",2018,"2017-19"
"Djokovic N.","Anderson K.","Grass",2018,"2017-19"
"Verdasco F.","Sonego L.","Clay",2018,"2017-19"
"Verdasco F.","Carreno Busta P.","Clay",2018,"2017-19"
"Gasquet R.","Ruud C.","Clay",2018,"2017-19"
"Fognini F.","Verdasco F.","Clay",2018,"2017-19"
"Fognini F.","Gasquet R.","Clay",2018,"2017-19"
"Lajovic D.","Ramos-Vinolas A.","Clay",2018,"2017-19"
"Rublev A.","Auger-Aliassime F.","Clay",2018,"2017-19"
"De Minaur A.","Hurkacz H.","Hard",2018,"2017-19"
"Isner J.","De Minaur A.","Hard",2018,"2017-19"
"Norrie C.","Chardy J.","Hard",2018,"2017-19"
"Schwartzman D.","Ruud C.","Clay",2018,"2017-19"
"Verdasco F.","Lajovic D.","Clay",2018,"2017-19"
"Gasquet R.","Paire B.","Clay",2018,"2017-19"
"Norrie C.","Lopez F.","Hard",2018,"2017-19"
"Norrie C.","Mannarino A.","Hard",2018,"2017-19"
"Fognini F.","Norrie C.","Hard",2018,"2017-19"
"Tiafoe F.","Hurkacz H.","Hard",2018,"2017-19"
"Shapovalov D.","Medvedev D.","Hard",2018,"2017-19"
"De Minaur A.","Johnson S.","Hard",2018,"2017-19"
"Rublev A.","Paul T.","Hard",2018,"2017-19"
"Goffin D.","Tiafoe F.","Hard",2018,"2017-19"
"Nishikori K.","Shapovalov D.","Hard",2018,"2017-19"
"Tsitsipas S.","Goffin D.","Hard",2018,"2017-19"
"Zverev A.","Nishikori K.","Hard",2018,"2017-19"
"Zverev A.","Tsitsipas S.","Hard",2018,"2017-19"
"De Minaur A.","Rublev A.","Hard",2018,"2017-19"
"Zverev A.","De Minaur A.","Hard",2018,"2017-19"
"Raonic M.","Goffin D.","Hard",2018,"2017-19"
"Fognini F.","Johnson S.","Hard",2018,"2017-19"
"Shapovalov D.","Chardy J.","Hard",2018,"2017-19"
"Dimitrov G.","Verdasco F.","Hard",2018,"2017-19"
"Cilic M.","Coric B.","Hard",2018,"2017-19"
"Khachanov K.","Carreno Busta P.","Hard",2018,"2017-19"
"Tiafoe F.","Raonic M.","Hard",2018,"2017-19"
"Shapovalov D.","Fognini F.","Hard",2018,"2017-19"
"Tsitsipas S.","Thiem D.","Hard",2018,"2017-19"
"Nadal R.","Paire B.","Hard",2018,"2017-19"
"Medvedev D.","Auger-Aliassime F.","Hard",2018,"2017-19"
"Dimitrov G.","Tiafoe F.","Hard",2018,"2017-19"
"Tsitsipas S.","Djokovic N.","Hard",2018,"2017-19"
"Cilic M.","Schwartzman D.","Hard",2018,"2017-19"
"Zverev A.","Medvedev D.","Hard",2018,"2017-19"
"Khachanov K.","Isner J.","Hard",2018,"2017-19"
"Nadal R.","Wawrinka S.","Hard",2018,"2017-19"
"Anderson K.","Dimitrov G.","Hard",2018,"2017-19"
"Tsitsipas S.","Zverev A.","Hard",2018,"2017-19"
"Nadal R.","Cilic M.","Hard",2018,"2017-19"
"Tsitsipas S.","Anderson K.","Hard",2018,"2017-19"
"Nadal R.","Khachanov K.","Hard",2018,"2017-19"
"Nadal R.","Tsitsipas S.","Hard",2018,"2017-19"
"Carreno Busta P.","Gasquet R.","Hard",2018,"2017-19"
"Nishikori K.","Rublev A.","Hard",2018,"2017-19"
"Shapovalov D.","Tiafoe F.","Hard",2018,"2017-19"
"Chardy J.","Verdasco F.","Hard",2018,"2017-19"
"Wawrinka S.","Schwartzman D.","Hard",2018,"2017-19"
"Djokovic N.","Johnson S.","Hard",2018,"2017-19"
"Raonic M.","Lajovic D.","Hard",2018,"2017-19"
"Khachanov K.","Ramos-Vinolas A.","Hard",2018,"2017-19"
"Coric B.","Medvedev D.","Hard",2018,"2017-19"
"Goffin D.","Tsitsipas S.","Hard",2018,"2017-19"
"Djokovic N.","Mannarino A.","Hard",2018,"2017-19"
"Goffin D.","Paire B.","Hard",2018,"2017-19"
"Anderson K.","Chardy J.","Hard",2018,"2017-19"
"Wawrinka S.","Nishikori K.","Hard",2018,"2017-19"
"Raonic M.","Shapovalov D.","Hard",2018,"2017-19"
"Goffin D.","Anderson K.","Hard",2018,"2017-19"
"Djokovic N.","Dimitrov G.","Hard",2018,"2017-19"
"Cilic M.","Khachanov K.","Hard",2018,"2017-19"
"Cilic M.","Carreno Busta P.","Hard",2018,"2017-19"
"Djokovic N.","Raonic M.","Hard",2018,"2017-19"
"Federer R.","Wawrinka S.","Hard",2018,"2017-19"
"Djokovic N.","Cilic M.","Hard",2018,"2017-19"
"Djokovic N.","Federer R.","Hard",2018,"2017-19"
"Struff J.L.","Paire B.","Hard",2018,"2017-19"
"Johnson S.","Paul T.","Hard",2018,"2017-19"
"Medvedev D.","De Minaur A.","Hard",2018,"2017-19"
"Johnson S.","Carreno Busta P.","Hard",2018,"2017-19"
"Medvedev D.","Johnson S.","Hard",2018,"2017-19"
"Khachanov K.","Ramos-Vinolas A.","Hard",2018,"2017-19"
"Wawrinka S.","Dimitrov G.","Hard",2018,"2017-19"
"Verdasco F.","Lopez F.","Hard",2018,"2017-19"
"Chardy J.","Rublev A.","Hard",2018,"2017-19"
"Tiafoe F.","Mannarino A.","Hard",2018,"2017-19"
"Medvedev D.","Tsitsipas S.","Hard",2018,"2017-19"
"Raonic M.","Simon G.","Hard",2018,"2017-19"
"Thiem D.","Johnson S.","Hard",2018,"2017-19"
"Verdasco F.","Murray A.","Hard",2018,"2017-19"
"Lajovic D.","Norrie C.","Hard",2018,"2017-19"
"Anderson K.","Chardy J.","Hard",2018,"2017-19"
"Khachanov K.","Sonego L.","Hard",2018,"2017-19"
"Federer R.","Paire B.","Hard",2018,"2017-19"
"De Minaur A.","Tiafoe F.","Hard",2018,"2017-19"
"Cilic M.","Hurkacz H.","Hard",2018,"2017-19"
"Thiem D.","Fritz T.","Hard",2018,"2017-19"
"Nadal R.","Khachanov K.","Hard",2018,"2017-19"
"Anderson K.","Shapovalov D.","Hard",2018,"2017-19"
"Isner J.","Lajovic D.","Hard",2018,"2017-19"
"Coric B.","Medvedev D.","Hard",2018,"2017-19"
"Raonic M.","Wawrinka S.","Hard",2018,"2017-19"
"Nishikori K.","Schwartzman D.","Hard",2018,"2017-19"
"Goffin D.","Struff J.L.","Hard",2018,"2017-19"
"Djokovic N.","Gasquet R.","Hard",2018,"2017-19"
"Cilic M.","De Minaur A.","Hard",2018,"2017-19"
"Thiem D.","Anderson K.","Hard",2018,"2017-19"
"Isner J.","Raonic M.","Hard",2018,"2017-19"
"Djokovic N.","Sousa J.","Hard",2018,"2017-19"
"Cilic M.","Goffin D.","Hard",2018,"2017-19"
"Nadal R.","Thiem D.","Hard",2018,"2017-19"
"Nishikori K.","Cilic M.","Hard",2018,"2017-19"
"Djokovic N.","Nishikori K.","Hard",2018,"2017-19"
"Simon G.","Gasquet R.","Hard",2018,"2017-19"
"Struff J.L.","Rublev A.","Hard",2018,"2017-19"
"Medvedev D.","Sousa J.","Hard",2018,"2017-19"
"Wawrinka S.","Khachanov K.","Hard",2018,"2017-19"
"Thiem D.","Struff J.L.","Hard",2018,"2017-19"
"Thiem D.","Medvedev D.","Hard",2018,"2017-19"
"Thiem D.","Bautista Agut R.","Hard",2018,"2017-19"
"Fognini F.","Fritz T.","Hard",2018,"2017-19"
"Norrie C.","Coric B.","Hard",2018,"2017-19"
"Murray A.","Goffin D.","Hard",2018,"2017-19"
"Verdasco F.","Murray A.","Hard",2018,"2017-19"
"Lopez F.","Coric B.","Hard",2018,"2017-19"
"Verdasco F.","Monfils G.","Hard",2018,"2017-19"
"Rublev A.","Sousa J.","Hard",2018,"2017-19"
"Zverev A.","Bautista Agut R.","Hard",2018,"2017-19"
"Lajovic D.","Dimitrov G.","Hard",2018,"2017-19"
"Fognini F.","Rublev A.","Hard",2018,"2017-19"
"Raonic M.","Mannarino A.","Hard",2018,"2017-19"
"Medvedev D.","Schwartzman D.","Hard",2018,"2017-19"
"Wawrinka S.","Fritz T.","Hard",2018,"2017-19"
"Struff J.L.","Cilic M.","Hard",2018,"2017-19"
"De Minaur A.","Simon G.","Hard",2018,"2017-19"
"Nishikori K.","Paire B.","Hard",2018,"2017-19"
"Shapovalov D.","Wawrinka S.","Hard",2018,"2017-19"
"Struff J.L.","Chardy J.","Hard",2018,"2017-19"
"Tsitsipas S.","De Minaur A.","Hard",2018,"2017-19"
"Anderson K.","Tiafoe F.","Hard",2018,"2017-19"
"Shapovalov D.","Struff J.L.","Hard",2018,"2017-19"
"Medvedev D.","Raonic M.","Hard",2018,"2017-19"
"Nishikori K.","Tsitsipas S.","Hard",2018,"2017-19"
"Gasquet R.","Anderson K.","Hard",2018,"2017-19"
"Medvedev D.","Shapovalov D.","Hard",2018,"2017-19"
"Nishikori K.","Gasquet R.","Hard",2018,"2017-19"
"Medvedev D.","Nishikori K.","Hard",2018,"2017-19"
"Khachanov K.","Johnson S.","Hard",2018,"2017-19"
"Bautista Agut R.","Rublev A.","Hard",2018,"2017-19"
"Tsitsipas S.","Monfils G.","Hard",2018,"2017-19"
"Coric B.","Wawrinka S.","Hard",2018,"2017-19"
"Paire B.","Carreno Busta P.","Hard",2018,"2017-19"
"Djokovic N.","Chardy J.","Hard",2018,"2017-19"
"De Minaur A.","Paire B.","Hard",2018,"2017-19"
"Tsitsipas S.","Khachanov K.","Hard",2018,"2017-19"
"Federer R.","Medvedev D.","Hard",2018,"2017-19"
"Zverev A.","De Minaur A.","Hard",2018,"2017-19"
"Anderson K.","Tsitsipas S.","Hard",2018,"2017-19"
"Federer R.","Bautista Agut R.","Hard",2018,"2017-19"
"Djokovic N.","Anderson K.","Hard",2018,"2017-19"
"Federer R.","Nishikori K.","Hard",2018,"2017-19"
"Djokovic N.","Zverev A.","Hard",2018,"2017-19"
"Coric B.","Federer R.","Hard",2018,"2017-19"
"Djokovic N.","Coric B.","Hard",2018,"2017-19"
"Lopez F.","Tiafoe F.","Hard",2018,"2017-19"
"Struff J.L.","Lopez F.","Hard",2018,"2017-19"
"Schwartzman D.","Norrie C.","Hard",2018,"2017-19"
"Schwartzman D.","Simon G.","Hard",2018,"2017-19"
"Gasquet R.","Struff J.L.","Hard",2018,"2017-19"
"Monfils G.","Schwartzman D.","Hard",2018,"2017-19"
"Medvedev D.","Lajovic D.","Hard",2018,"2017-19"
"Khachanov K.","Medvedev D.","Hard",2018,"2017-19"
"Khachanov K.","Mannarino A.","Hard",2018,"2017-19"
"Tsitsipas S.","Fognini F.","Hard",2018,"2017-19"
"Cilic M.","Shapovalov D.","Hard",2018,"2017-19"
"Bautista Agut R.","Sousa J.","Hard",2018,"2017-19"
"Lajovic D.","Mannarino A.","Hard",2018,"2017-19"
"Tsitsipas S.","Chardy J.","Hard",2018,"2017-19"
"Bautista Agut R.","Lajovic D.","Hard",2018,"2017-19"
"Federer R.","Struff J.L.","Hard",2018,"2017-19"
"Zverev A.","Bautista Agut R.","Hard",2018,"2017-19"
"Federer R.","Simon G.","Hard",2018,"2017-19"
"Medvedev D.","Tsitsipas S.","Hard",2018,"2017-19"
"Federer R.","Medvedev D.","Hard",2018,"2017-19"
"Coric B.","Ramos-Vinolas A.","Hard",2018,"2017-19"
"Nishikori K.","Tiafoe F.","Hard",2018,"2017-19"
"Isner J.","Norrie C.","Hard",2018,"2017-19"
"Monfils G.","Johnson S.","Hard",2018,"2017-19"
"Nishikori K.","Khachanov K.","Hard",2018,"2017-19"
"Monfils G.","Isner J.","Hard",2018,"2017-19"
"Nishikori K.","Thiem D.","Hard",2018,"2017-19"
"Anderson K.","Verdasco F.","Hard",2018,"2017-19"
"Anderson K.","Nishikori K.","Hard",2018,"2017-19"
"Bautista Agut R.","Johnson S.","Hard",2018,"2017-19"
"Lopez F.","De Minaur A.","Hard",2018,"2017-19"
"Gasquet R.","Shapovalov D.","Hard",2018,"2017-19"
"Medvedev D.","Carreno Busta P.","Hard",2018,"2017-19"
"Verdasco F.","Chardy J.","Hard",2018,"2017-19"
"Djokovic N.","Sousa J.","Hard",2018,"2017-19"
"Nishikori K.","Mannarino A.","Hard",2018,"2017-19"
"Zverev A.","Tiafoe F.","Hard",2018,"2017-19"
"Dimitrov G.","Bautista Agut R.","Hard",2018,"2017-19"
"Schwartzman D.","Lopez F.","Hard",2018,"2017-19"
"Thiem D.","Simon G.","Hard",2018,"2017-19"
"Coric B.","Medvedev D.","Hard",2018,"2017-19"
"Cilic M.","Dimitrov G.","Hard",2018,"2017-19"
"Khachanov K.","Isner J.","Hard",2018,"2017-19"
"Zverev A.","Schwartzman D.","Hard",2018,"2017-19"
"Thiem D.","Coric B.","Hard",2018,"2017-19"
"Federer R.","Fognini F.","Hard",2018,"2017-19"
"Nishikori K.","Anderson K.","Hard",2018,"2017-19"
"Khachanov K.","Zverev A.","Hard",2018,"2017-19"
"Djokovic N.","Cilic M.","Hard",2018,"2017-19"
"Federer R.","Nishikori K.","Hard",2018,"2017-19"
"Khachanov K.","Thiem D.","Hard",2018,"2017-19"
"Djokovic N.","Federer R.","Hard",2018,"2017-19"
"Khachanov K.","Djokovic N.","Hard",2018,"2017-19"
"Anderson K.","Thiem D.","Hard",2018,"2017-19"
"Nishikori K.","Federer R.","Hard",2018,"2017-19"
"Zverev A.","Cilic M.","Hard",2018,"2017-19"
"Djokovic N.","Isner J.","Hard",2018,"2017-19"
"Anderson K.","Nishikori K.","Hard",2018,"2017-19"
"Federer R.","Thiem D.","Hard",2018,"2017-19"
"Djokovic N.","Zverev A.","Hard",2018,"2017-19"
"Cilic M.","Isner J.","Hard",2018,"2017-19"
"Thiem D.","Nishikori K.","Hard",2018,"2017-19"
"Federer R.","Anderson K.","Hard",2018,"2017-19"
"Zverev A.","Isner J.","Hard",2018,"2017-19"
"Djokovic N.","Cilic M.","Hard",2018,"2017-19"
"Zverev A.","Federer R.","Hard",2018,"2017-19"
"Djokovic N.","Anderson K.","Hard",2018,"2017-19"
"Zverev A.","Djokovic N.","Hard",2018,"2017-19"
"Chardy J.","Struff J.L.","Hard",2019,"2017-19"
"Raonic M.","Kecmanovic M.","Hard",2019,"2017-19"
"Medvedev D.","Murray A.","Hard",2019,"2017-19"
"Nishikori K.","Dimitrov G.","Hard",2019,"2017-19"
"Medvedev D.","Raonic M.","Hard",2019,"2017-19"
"Nishikori K.","Chardy J.","Hard",2019,"2017-19"
"Nishikori K.","Medvedev D.","Hard",2019,"2017-19"
"Lajovic D.","Mannarino A.","Hard",2019,"2017-19"
"Wawrinka S.","Khachanov K.","Hard",2019,"2017-19"
"Bautista Agut R.","Wawrinka S.","Hard",2019,"2017-19"
"Bautista Agut R.","Djokovic N.","Hard",2019,"2017-19"
"Simon G.","Paire B.","Hard",2019,"2017-19"
"Anderson K.","Simon G.","Hard",2019,"2017-19"
"Norrie C.","Paire B.","Hard",2019,"2017-19"
"Sousa J.","Shapovalov D.","Hard",2019,"2017-19"
"Fritz T.","Isner J.","Hard",2019,"2017-19"
"Norrie C.","Sousa J.","Hard",2019,"2017-19"
"Norrie C.","Fritz T.","Hard",2019,"2017-19"
"Struff J.L.","Carreno Busta P.","Hard",2019,"2017-19"
"Norrie C.","Struff J.L.","Hard",2019,"2017-19"
"De Minaur A.","Lajovic D.","Hard",2019,"2017-19"
"De Minaur A.","Simon G.","Hard",2019,"2017-19"
"Anderson K.","Mannarino A.","Hard",2019,"2017-19"
"Verdasco F.","Kecmanovic M.","Hard",2019,"2017-19"
"Fritz T.","Norrie C.","Hard",2019,"2017-19"
"Bautista Agut R.","Murray A.","Hard",2019,"2017-19"
"Thiem D.","Paire B.","Hard",2019,"2017-19"
"Tiafoe F.","Anderson K.","Hard",2019,"2017-19"
"Fritz T.","Monfils G.","Hard",2019,"2017-19"
"Raonic M.","Wawrinka S.","Hard",2019,"2017-19"
"Zverev A.","Chardy J.","Hard",2019,"2017-19"
"Federer R.","Fritz T.","Hard",2019,"2017-19"
"Bautista Agut R.","Khachanov K.","Hard",2019,"2017-19"
"Nadal R.","De Minaur A.","Hard",2019,"2017-19"
"Cilic M.","Verdasco F.","Hard",2019,"2017-19"
"Medvedev D.","Goffin D.","Hard",2019,"2017-19"
"Nishikori K.","Sousa J.","Hard",2019,"2017-19"
"Carreno Busta P.","Fognini F.","Hard",2019,"2017-19"
"Djokovic N.","Shapovalov D.","Hard",2019,"2017-19"
"Tiafoe F.","Dimitrov G.","Hard",2019,"2017-19"
"Bautista Agut R.","Cilic M.","Hard",2019,"2017-19"
"Tsitsipas S.","Federer R.","Hard",2019,"2017-19"
"Raonic M.","Zverev A.","Hard",2019,"2017-19"
"Nishikori K.","Carreno Busta P.","Hard",2019,"2017-19"
"Djokovic N.","Medvedev D.","Hard",2019,"2017-19"
"Tsitsipas S.","Bautista Agut R.","Hard",2019,"2017-19"
"Nadal R.","Tiafoe F.","Hard",2019,"2017-19"
"Nadal R.","Tsitsipas S.","Hard",2019,"2017-19"
"Djokovic N.","Nadal R.","Hard",2019,"2017-19"
"Tsitsipas S.","Struff J.L.","Hard",2019,"2017-19"
"Monfils G.","Tsitsipas S.","Hard",2019,"2017-19"
"Medvedev D.","Monfils G.","Hard",2019,"2017-19"
"Schwartzman D.","Ramos-Vinolas A.","Clay",2019,"2017-19"
"Schwartzman D.","Thiem D.","Clay",2019,"2017-19"
"Wawrinka S.","Paire B.","Hard",2019,"2017-19"
"Monfils G.","Goffin D.","Hard",2019,"2017-19"
"Medvedev D.","Chardy J.","Hard",2019,"2017-19"
"Wawrinka S.","Raonic M.","Hard",2019,"2017-19"
"Medvedev D.","Verdasco F.","Hard",2019,"2017-19"
"Wawrinka S.","Shapovalov D.","Hard",2019,"2017-19"
"Monfils G.","Medvedev D.","Hard",2019,"2017-19"
"Wawrinka S.","Nishikori K.","Hard",2019,"2017-19"
"Monfils G.","Wawrinka S.","Hard",2019,"2017-19"
"Isner J.","Mannarino A.","Hard",2019,"2017-19"
"Tsitsipas S.","Hurkacz H.","Hard",2019,"2017-19"
"Goffin D.","Paire B.","Hard",2019,"2017-19"
"Goffin D.","Simon G.","Hard",2019,"2017-19"
"Tsitsipas S.","Goffin D.","Hard",2019,"2017-19"
"Norrie C.","Lajovic D.","Clay",2019,"2017-19"
"Ramos-Vinolas A.","Sonego L.","Clay",2019,"2017-19"
"Auger-Aliassime F.","Fognini F.","Clay",2019,"2017-19"
"Ruud C.","Sousa J.","Clay",2019,"2017-19"
"Isner J.","Mannarino A.","Hard",2019,"2017-19"
"Lopez F.","Lajovic D.","Hard",2019,"2017-19"
"Wawrinka S.","Johnson S.","Hard",2019,"2017-19"
"Norrie C.","Schwartzman D.","Hard",2019,"2017-19"
"Zverev A.","De Minaur A.","Hard",2019,"2017-19"
"Zverev A.","Norrie C.","Hard",2019,"2017-19"
"Struff J.L.","Raonic M.","Hard",2019,"2017-19"
"Nishikori K.","Paire B.","Hard",2019,"2017-19"
"Monfils G.","Cilic M.","Hard",2019,"2017-19"
"Hurkacz H.","Nishikori K.","Hard",2019,"2017-19"
"Federer R.","Verdasco F.","Hard",2019,"2017-19"
"Tsitsipas S.","Hurkacz H.","Hard",2019,"2017-19"
"Tsitsipas S.","Monfils G.","Hard",2019,"2017-19"
"Federer R.","Coric B.","Hard",2019,"2017-19"
"Federer R.","Tsitsipas S.","Hard",2019,"2017-19"
"Ruud C.","Sousa J.","Clay",2019,"2017-19"
"Auger-Aliassime F.","Ramos-Vinolas A.","Clay",2019,"2017-19"
"Auger-Aliassime F.","Norrie C.","Hard",2019,"2017-19"
"Johnson S.","Fritz T.","Hard",2019,"2017-19"
"Auger-Aliassime F.","Tsitsipas S.","Hard",2019,"2017-19"
"Nishikori K.","Mannarino A.","Hard",2019,"2017-19"
"Cilic M.","Lajovic D.","Hard",2019,"2017-19"
"Shapovalov D.","Johnson S.","Hard",2019,"2017-19"
"Khachanov K.","Lopez F.","Hard",2019,"2017-19"
"Struff J.L.","Zverev A.","Hard",2019,"2017-19"
"Monfils G.","Ramos-Vinolas A.","Hard",2019,"2017-19"
"Thiem D.","Simon G.","Hard",2019,"2017-19"
"Hurkacz H.","Nishikori K.","Hard",2019,"2017-19"
"Shapovalov D.","Cilic M.","Hard",2019,"2017-19"
"Nadal R.","Schwartzman D.","Hard",2019,"2017-19"
"Khachanov K.","Rublev A.","Hard",2019,"2017-19"
"Federer R.","Wawrinka S.","Hard",2019,"2017-19"
"Hurkacz H.","Shapovalov D.","Hard",2019,"2017-19"
"Raonic M.","Struff J.L.","Hard",2019,"2017-19"
"Khachanov K.","Isner J.","Hard",2019,"2017-19"
"Raonic M.","Kecmanovic M.","Hard",2019,"2017-19"
"Federer R.","Hurkacz H.","Hard",2019,"2017-19"
"Nadal R.","Khachanov K.","Hard",2019,"2017-19"
"Thiem D.","Raonic M.","Hard",2019,"2017-19"
"Thiem D.","Federer R.","Hard",2019,"2017-19"
"Auger-Aliassime F.","Ruud C.","Hard",2019,"2017-19"
"Lopez F.","Paire B.","Hard",2019,"2017-19"
"Chardy J.","Simon G.","Hard",2019,"2017-19"
"Lajovic D.","Nishikori K.","Hard",2019,"2017-19"
"Isner J.","Sonego L.","Hard",2019,"2017-19"
"Hurkacz H.","Thiem D.","Hard",2019,"2017-19"
"Sousa J.","Johnson S.","Hard",2019,"2017-19"
"Medvedev D.","Mannarino A.","Hard",2019,"2017-19"
"Dimitrov G.","Lopez F.","Hard",2019,"2017-19"
"Rublev A.","Cilic M.","Hard",2019,"2017-19"
"Tiafoe F.","Kecmanovic M.","Hard",2019,"2017-19"
"Isner J.","Ramos-Vinolas A.","Hard",2019,"2017-19"
"Bautista Agut R.","Fognini F.","Hard",2019,"2017-19"
"Auger-Aliassime F.","Hurkacz H.","Hard",2019,"2017-19"
"Coric B.","Chardy J.","Hard",2019,"2017-19"
"Anderson K.","Sousa J.","Hard",2019,"2017-19"
"Shapovalov D.","Rublev A.","Hard",2019,"2017-19"
"Bautista Agut R.","Djokovic N.","Hard",2019,"2017-19"
"Tiafoe F.","Goffin D.","Hard",2019,"2017-19"
"Shapovalov D.","Tsitsipas S.","Hard",2019,"2017-19"
"Federer R.","Medvedev D.","Hard",2019,"2017-19"
"Isner J.","Bautista Agut R.","Hard",2019,"2017-19"
"Auger-Aliassime F.","Coric B.","Hard",2019,"2017-19"
"Shapovalov D.","Tiafoe F.","Hard",2019,"2017-19"
"Federer R.","Anderson K.","Hard",2019,"2017-19"
"Isner J.","Auger-Aliassime F.","Hard",2019,"2017-19"
"Federer R.","Shapovalov D.","Hard",2019,"2017-19"
"Federer R.","Isner J.","Hard",2019,"2017-19"
"Coric B.","Hurkacz H.","Clay",2019,"2017-19"
"Medvedev D.","Sousa J.","Clay",2019,"2017-19"
"Struff J.L.","Shapovalov D.","Clay",2019,"2017-19"
"Fognini F.","Rublev A.","Clay",2019,"2017-19"
"Norrie C.","Mannarino A.","Clay",2019,"2017-19"
"Sonego L.","Khachanov K.","Clay",2019,"2017-19"
"Fritz T.","Schwartzman D.","Clay",2019,"2017-19"
"Zverev A.","Auger-Aliassime F.","Clay",2019,"2017-19"
"Dimitrov G.","Struff J.L.","Clay",2019,"2017-19"
"Nadal R.","Bautista Agut R.","Clay",2019,"2017-19"
"Lajovic D.","Goffin D.","Clay",2019,"2017-19"
"Medvedev D.","Tsitsipas S.","Clay",2019,"2017-19"
"Djokovic N.","Fritz T.","Clay",2019,"2017-19"
"Sonego L.","Norrie C.","Clay",2019,"2017-19"
"Nadal R.","Dimitrov G.","Clay",2019,"2017-19"
"Lajovic D.","Thiem D.","Clay",2019,"2017-19"
"Fognini F.","Zverev A.","Clay",2019,"2017-19"
"Lajovic D.","Sonego L.","Clay",2019,"2017-19"
"Medvedev D.","Djokovic N.","Clay",2019,"2017-19"
"Fognini F.","Coric B.","Clay",2019,"2017-19"
"Lajovic D.","Medvedev D.","Clay",2019,"2017-19"
"Fognini F.","Nadal R.","Clay",2019,"2017-19"
"Fognini F.","Lajovic D.","Clay",2019,"2017-19"
"Verdasco F.","Lopez F.","Clay",2019,"2017-19"
"Ramos-Vinolas A.","Norrie C.","Clay",2019,"2017-19"
"Nishikori K.","Fritz T.","Clay",2019,"2017-19"
"Struff J.L.","Goffin D.","Clay",2019,"2017-19"
"Thiem D.","Schwartzman D.","Clay",2019,"2017-19"
"Medvedev D.","Ramos-Vinolas A.","Clay",2019,"2017-19"
"Paire B.","Carreno Busta P.","Clay",2019,"2017-19"
"Dimitrov G.","Verdasco F.","Clay",2019,"2017-19"
"Nishikori K.","Auger-Aliassime F.","Clay",2019,"2017-19"
"Struff J.L.","Tsitsipas S.","Clay",2019,"2017-19"
"Nadal R.","Struff J.L.","Clay",2019,"2017-19"
"Medvedev D.","Nishikori K.","Clay",2019,"2017-19"
"Thiem D.","Nadal R.","Clay",2019,"2017-19"
"Thiem D.","Medvedev D.","Clay",2019,"2017-19"
"Chardy J.","Carreno Busta P.","Clay",2019,"2017-19"
"Goffin D.","Sousa J.","Clay",2019,"2017-19"
"Tsitsipas S.","Goffin D.","Clay",2019,"2017-19"
"Schwartzman D.","Paire B.","Clay",2019,"2017-19"
"Auger-Aliassime F.","Shapovalov D.","Clay",2019,"2017-19"
"Fritz T.","Dimitrov G.","Clay",2019,"2017-19"
"Hurkacz H.","De Minaur A.","Clay",2019,"2017-19"
"Mannarino A.","Sousa J.","Clay",2019,"2017-19"
"Chardy J.","Ramos-Vinolas A.","Clay",2019,"2017-19"
"Djokovic N.","Fritz T.","Clay",2019,"2017-19"
"Cilic M.","Struff J.L.","Clay",2019,"2017-19"
"Federer R.","Gasquet R.","Clay",2019,"2017-19"
"Chardy J.","Schwartzman D.","Clay",2019,"2017-19"
