"winner_name","loser_name","surface","year","period"
"Sonego L.","Sousa J.","Clay",2022,"2020-22"
"Simon G.","Johnson S.","Clay",2022,"2020-22"
"Schwartzman D.","Dimitrov G.","Clay",2022,"2020-22"
"Khachanov K.","Norrie C.","Clay",2022,"2020-22"
"Medvedev D.","Kecmanovic M.","Clay",2022,"2020-22"
"Cilic M.","Simon G.","Clay",2022,"2020-22"
"Hurkacz H.","Goffin D.","Clay",2022,"2020-22"
"Ruud C.","Sonego L.","Clay",2022,"2020-22"
"Djokovic N.","Schwartzman D.","Clay",2022,"2020-22"
"Nadal R.","Auger-Aliassime F.","Clay",2022,"2020-22"
"Alcaraz C.","Khachanov K.","Clay",2022,"2020-22"
"Ruud C.","Hurkacz H.","Clay",2022,"2020-22"
"Cilic M.","Medvedev D.","Clay",2022,"2020-22"
"Zverev A.","Alcaraz C.","Clay",2022,"2020-22"
"Nadal R.","Djokovic N.","Clay",2022,"2020-22"
"Cilic M.","Rublev A.","Clay",2022,"2020-22"
"Ruud C.","Cilic M.","Clay",2022,"2020-22"
"Nadal R.","Ruud C.","Clay",2022,"2020-22"
"Mannarino A.","De Minaur A.","Grass",2022,"2020-22"
"Medvedev D.","Simon G.","Grass",2022,"2020-22"
"Auger-Aliassime F.","Khachanov K.","Grass",2022,"2020-22"
"Medvedev D.","Mannarino A.","Grass",2022,"2020-22"
"Sonego L.","Paire B.","Grass",2022,"2020-22"
"Sonego L.","Struff J.L.","Grass",2022,"2020-22"
"Murray A.","Bublik A.","Grass",2022,"2020-22"
"Murray A.","Tsitsipas S.","Grass",2022,"2020-22"
"Medvedev D.","Goffin D.","Grass",2022,"2020-22"
"Medvedev D.","Bautista Agut R.","Grass",2022,"2020-22"
"Hurkacz H.","Auger-Aliassime F.","Grass",2022,"2020-22"
"Hurkacz H.","Medvedev D.","Grass",2022,"2020-22"
"Dimitrov G.","Norrie C.","Grass",2022,"2020-22"
"Wawrinka S.","Tiafoe F.","Grass",2022,"2020-22"
"Paul T.","Shapovalov D.","Grass",2022,"2020-22"
"Cilic M.","Bublik A.","Grass",2022,"2020-22"
"Paul T.","Wawrinka S.","Grass",2022,"2020-22"
"Bublik A.","Tiafoe F.","Grass",2022,"2020-22"
"De Minaur A.","Sonego L.","Grass",2022,"2020-22"
"Paul T.","Sinner J.","Grass",2022,"2020-22"
"Fritz T.","Bublik A.","Grass",2022,"2020-22"
"De Minaur A.","Paul T.","Grass",2022,"2020-22"
"Fritz T.","De Minaur A.","Grass",2022,"2020-22"
"Bautista Agut R.","Medvedev D.","Grass",2022,"2020-22"
"Tsitsipas S.","Bautista Agut R.","Grass",2022,"2020-22"
"Ruud C.","Ramos-Vinolas A.","Grass",2022,"2020-22"
"Paul T.","Verdasco F.","Grass",2022,"2020-22"
"Alcaraz C.","Struff J.L.","Grass",2022,"2020-22"
"Sinner J.","Wawrinka S.","Grass",2022,"2020-22"
"Gasquet R.","Sousa J.","Grass",2022,"2020-22"
"Bublik A.","Lajovic D.","Grass",2022,"2020-22"
"Paul T.","Mannarino A.","Grass",2022,"2020-22"
"Isner J.","Murray A.","Grass",2022,"2020-22"
"Tiafoe F.","Bublik A.","Grass",2022,"2020-22"
"Djokovic N.","Kecmanovic M.","Grass",2022,"2020-22"
"Sinner J.","Isner J.","Grass",2022,"2020-22"
"Norrie C.","Johnson S.","Grass",2022,"2020-22"
"Nadal R.","Sonego L.","Grass",2022,"2020-22"
"Goffin D.","Tiafoe F.","Grass",2022,"2020-22"
"Norrie C.","Paul T.","Grass",2022,"2020-22"
"Sinner J.","Alcaraz C.","Grass",2022,"2020-22"
"Djokovic N.","Sinner J.","Grass",2022,"2020-22"
"Norrie C.","Goffin D.","Grass",2022,"2020-22"
"Nadal R.","Fritz T.","Grass",2022,"2020-22"
"Djokovic N.","Norrie C.","Grass",2022,"2020-22"
"Carreno Busta P.","Wawrinka S.","Clay",2022,"2020-22"
"Carreno Busta P.","Ramos-Vinolas A.","Clay",2022,"2020-22"
"Thiem D.","Bautista Agut R.","Clay",2022,"2020-22"
"Carreno Busta P.","Schwartzman D.","Clay",2022,"2020-22"
"Bublik A.","Murray A.","Grass",2022,"2020-22"
"Ruud C.","Ramos-Vinolas A.","Clay",2022,"2020-22"
"Khachanov K.","Struff J.L.","Clay",2022,"2020-22"
"Khachanov K.","Fognini F.","Clay",2022,"2020-22"
"Alcaraz C.","Khachanov K.","Clay",2022,"2020-22"
"De Minaur A.","Mannarino A.","Hard",2022,"2020-22"
"Bautista Agut R.","Ramos-Vinolas A.","Clay",2022,"2020-22"
"Sinner J.","Alcaraz C.","Clay",2022,"2020-22"
"Auger-Aliassime F.","Johnson S.","Hard",2022,"2020-22"
"Medvedev D.","Kecmanovic M.","Hard",2022,"2020-22"
"Norrie C.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Medvedev D.","Norrie C.","Hard",2022,"2020-22"
"Dimitrov G.","Mannarino A.","Hard",2022,"2020-22"
"Cilic M.","Coric B.","Hard",2022,"2020-22"
"De Minaur A.","Shapovalov D.","Hard",2022,"2020-22"
"Fritz T.","Murray A.","Hard",2022,"2020-22"
"Ramos-Vinolas A.","Goffin D.","Hard",2022,"2020-22"
"Paul T.","Alcaraz C.","Hard",2022,"2020-22"
"Sinner J.","Mannarino A.","Hard",2022,"2020-22"
"Cilic M.","Khachanov K.","Hard",2022,"2020-22"
"De Minaur A.","Dimitrov G.","Hard",2022,"2020-22"
"Fritz T.","Tiafoe F.","Hard",2022,"2020-22"
"Ramos-Vinolas A.","Schwartzman D.","Hard",2022,"2020-22"
"Ruud C.","Bautista Agut R.","Hard",2022,"2020-22"
"Hurkacz H.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Norrie C.","Hard",2022,"2020-22"
"Paul T.","Cilic M.","Hard",2022,"2020-22"
"Carreno Busta P.","Sinner J.","Hard",2022,"2020-22"
"Ruud C.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Hurkacz H.","Ruud C.","Hard",2022,"2020-22"
"Carreno Busta P.","Hurkacz H.","Hard",2022,"2020-22"
"Murray A.","Wawrinka S.","Hard",2022,"2020-22"
"Shapovalov D.","Dimitrov G.","Hard",2022,"2020-22"
"Fognini F.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Kecmanovic M.","Carreno Busta P.","Hard",2022,"2020-22"
"Auger-Aliassime F.","De Minaur A.","Hard",2022,"2020-22"
"Norrie C.","Murray A.","Hard",2022,"2020-22"
"Rublev A.","Fognini F.","Hard",2022,"2020-22"
"Isner J.","Hurkacz H.","Hard",2022,"2020-22"
"Shapovalov D.","Paul T.","Hard",2022,"2020-22"
"Coric B.","Nadal R.","Hard",2022,"2020-22"
"Fritz T.","Rublev A.","Hard",2022,"2020-22"
"Medvedev D.","Shapovalov D.","Hard",2022,"2020-22"
"Tsitsipas S.","Schwartzman D.","Hard",2022,"2020-22"
"Coric B.","Bautista Agut R.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Sinner J.","Hard",2022,"2020-22"
"Alcaraz C.","Cilic M.","Hard",2022,"2020-22"
"Medvedev D.","Fritz T.","Hard",2022,"2020-22"
"Tsitsipas S.","Isner J.","Hard",2022,"2020-22"
"Coric B.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Norrie C.","Alcaraz C.","Hard",2022,"2020-22"
"Coric B.","Norrie C.","Hard",2022,"2020-22"
"Tsitsipas S.","Medvedev D.","Hard",2022,"2020-22"
"Coric B.","Tsitsipas S.","Hard",2022,"2020-22"
"Fognini F.","Lajovic D.","Hard",2022,"2020-22"
"Gasquet R.","Johnson S.","Hard",2022,"2020-22"
"Mannarino A.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Carreno Busta P.","Thiem D.","Hard",2022,"2020-22"
"Dimitrov G.","Johnson S.","Hard",2022,"2020-22"
"Norrie C.","Paire B.","Hard",2022,"2020-22"
"Carreno Busta P.","Bublik A.","Hard",2022,"2020-22"
"Cilic M.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Norrie C.","Sousa J.","Hard",2022,"2020-22"
"Gasquet R.","Kecmanovic M.","Hard",2022,"2020-22"
"Nadal R.","Fognini F.","Hard",2022,"2020-22"
"Ruud C.","Paul T.","Hard",2022,"2020-22"
"Carreno Busta P.","De Minaur A.","Hard",2022,"2020-22"
"Rublev A.","Shapovalov D.","Hard",2022,"2020-22"
"Tiafoe F.","Schwartzman D.","Hard",2022,"2020-22"
"Nadal R.","Gasquet R.","Hard",2022,"2020-22"
"Khachanov K.","Carreno Busta P.","Hard",2022,"2020-22"
"Rublev A.","Norrie C.","Hard",2022,"2020-22"
"Tiafoe F.","Nadal R.","Hard",2022,"2020-22"
"Alcaraz C.","Cilic M.","Hard",2022,"2020-22"
"Tiafoe F.","Rublev A.","Hard",2022,"2020-22"
"Alcaraz C.","Sinner J.","Hard",2022,"2020-22"
"Ruud C.","Khachanov K.","Hard",2022,"2020-22"
"Alcaraz C.","Tiafoe F.","Hard",2022,"2020-22"
"Alcaraz C.","Ruud C.","Hard",2022,"2020-22"
"Simon G.","Goffin D.","Hard",2022,"2020-22"
"Wawrinka S.","Sousa J.","Hard",2022,"2020-22"
"Thiem D.","Gasquet R.","Hard",2022,"2020-22"
"Sonego L.","Simon G.","Hard",2022,"2020-22"
"Hurkacz H.","Thiem D.","Hard",2022,"2020-22"
"Wawrinka S.","Medvedev D.","Hard",2022,"2020-22"
"Sonego L.","Hurkacz H.","Hard",2022,"2020-22"
"Sonego L.","Bublik A.","Hard",2022,"2020-22"
"Struff J.L.","Lajovic D.","Hard",2022,"2020-22"
"Cilic M.","Thiem D.","Hard",2022,"2020-22"
"Djokovic N.","Cilic M.","Hard",2022,"2020-22"
"Mannarino A.","Wawrinka S.","Hard",2022,"2020-22"
"Bautista Agut R.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Goffin D.","Alcaraz C.","Hard",2022,"2020-22"
"Medvedev D.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Mannarino A.","Goffin D.","Hard",2022,"2020-22"
"Khachanov K.","Cilic M.","Hard",2022,"2020-22"
"Hurkacz H.","Bublik A.","Hard",2022,"2020-22"
"Rublev A.","Mannarino A.","Hard",2022,"2020-22"
"Tsitsipas S.","Hurkacz H.","Hard",2022,"2020-22"
"Djokovic N.","Khachanov K.","Hard",2022,"2020-22"
"Medvedev D.","Bautista Agut R.","Hard",2022,"2020-22"
"Tsitsipas S.","Rublev A.","Hard",2022,"2020-22"
"Djokovic N.","Tsitsipas S.","Hard",2022,"2020-22"
"Shapovalov D.","Johnson S.","Hard",2022,"2020-22"
"Tiafoe F.","Kecmanovic M.","Hard",2022,"2020-22"
"Shapovalov D.","Coric B.","Hard",2022,"2020-22"
"Fritz T.","Shapovalov D.","Hard",2022,"2020-22"
"Fritz T.","Tiafoe F.","Hard",2022,"2020-22"
"Thiem D.","Sousa J.","Hard",2022,"2020-22"
"Rublev A.","Paul T.","Hard",2022,"2020-22"
"Rublev A.","Thiem D.","Hard",2022,"2020-22"
"Gasquet R.","Wawrinka S.","Hard",2022,"2020-22"
"Goffin D.","Schwartzman D.","Hard",2022,"2020-22"
"Thiem D.","Hurkacz H.","Hard",2022,"2020-22"
"Gasquet R.","Goffin D.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Gasquet R.","Hard",2022,"2020-22"
"Carreno Busta P.","Fognini F.","Hard",2022,"2020-22"
"Kecmanovic M.","Carreno Busta P.","Hard",2022,"2020-22"
"De Minaur A.","Shapovalov D.","Hard",2022,"2020-22"
"Wawrinka S.","Ruud C.","Hard",2022,"2020-22"
"Bublik A.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Bautista Agut R.","Murray A.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Kecmanovic M.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Bublik A.","Hard",2022,"2020-22"
"Alcaraz C.","Carreno Busta P.","Hard",2022,"2020-22"
"Bautista Agut R.","Wawrinka S.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Alcaraz C.","Hard",2022,"2020-22"
"Rublev A.","Schwartzman D.","Hard",2022,"2020-22"
"Thiem D.","Paul T.","Hard",2022,"2020-22"
"Hurkacz H.","Tiafoe F.","Hard",2022,"2020-22"
"Shapovalov D.","Fritz T.","Hard",2022,"2020-22"
"Dimitrov G.","Rublev A.","Hard",2022,"2020-22"
"Medvedev D.","Thiem D.","Hard",2022,"2020-22"
"Coric B.","Tsitsipas S.","Hard",2022,"2020-22"
"Medvedev D.","Sinner J.","Hard",2022,"2020-22"
"Coric B.","Hurkacz H.","Hard",2022,"2020-22"
"Medvedev D.","Dimitrov G.","Hard",2022,"2020-22"
"Shapovalov D.","Coric B.","Hard",2022,"2020-22"
"Medvedev D.","Shapovalov D.","Hard",2022,"2020-22"
"Norrie C.","Kecmanovic M.","Hard",2022,"2020-22"
"Tiafoe F.","Sonego L.","Hard",2022,"2020-22"
"Simon G.","Murray A.","Hard",2022,"2020-22"
"Carreno Busta P.","Ramos-Vinolas A.","Hard",2022,"2020-22"
"Hurkacz H.","Mannarino A.","Hard",2022,"2020-22"
"Paul T.","Bautista Agut R.","Hard",2022,"2020-22"
"Rublev A.","Isner J.","Hard",2022,"2020-22"
"Ruud C.","Gasquet R.","Hard",2022,"2020-22"
"De Minaur A.","Medvedev D.","Hard",2022,"2020-22"
"Dimitrov G.","Fognini F.","Hard",2022,"2020-22"
"Simon G.","Fritz T.","Hard",2022,"2020-22"
"Carreno Busta P.","Shapovalov D.","Hard",2022,"2020-22"
"Paul T.","Nadal R.","Hard",2022,"2020-22"
"Tiafoe F.","De Minaur A.","Hard",2022,"2020-22"
"Alcaraz C.","Dimitrov G.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Simon G.","Hard",2022,"2020-22"
"Djokovic N.","Khachanov K.","Hard",2022,"2020-22"
"Paul T.","Carreno Busta P.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Tiafoe F.","Hard",2022,"2020-22"
"Tsitsipas S.","Paul T.","Hard",2022,"2020-22"
"Djokovic N.","Tsitsipas S.","Hard",2022,"2020-22"
"Ruud C.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Fritz T.","Nadal R.","Hard",2022,"2020-22"
"Rublev A.","Medvedev D.","Hard",2022,"2020-22"
"Djokovic N.","Tsitsipas S.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Nadal R.","Hard",2022,"2020-22"
"Ruud C.","Fritz T.","Hard",2022,"2020-22"
"Djokovic N.","Rublev A.","Hard",2022,"2020-22"
"Tsitsipas S.","Medvedev D.","Hard",2022,"2020-22"
"Nadal R.","Ruud C.","Hard",2022,"2020-22"
"Fritz T.","Auger-Aliassime F.","Hard",2022,"2020-22"
"Djokovic N.","Medvedev D.","Hard",2022,"2020-22"
"Rublev A.","Tsitsipas S.","Hard",2022,"2020-22"
"Djokovic N.","Fritz T.","Hard",2022,"2020-22"
"Ruud C.","Rublev A.","Hard",2022,"2020-22"
"Djokovic N.","Ruud C.","Hard",2022,"2020-22"
"Bautista Agut R.","Rublev A.","Hard",2023,"2023-26"
"Medvedev D.","Kecmanovic M.","Hard",2023,"2023-26"
"Medvedev D.","Khachanov K.","Hard",2023,"2023-26"
"Djokovic N.","Shapovalov D.","Hard",2023,"2023-26"
"Djokovic N.","Medvedev D.","Hard",2023,"2023-26"
"Goffin D.","Bublik A.","Hard",2023,"2023-26"
"Gasquet R.","Sousa J.","Hard",2023,"2023-26"
"Gasquet R.","Goffin D.","Hard",2023,"2023-26"
"Gasquet R.","Norrie C.","Hard",2023,"2023-26"
"Shapovalov D.","Lajovic D.","Hard",2023,"2023-26"
"Rublev A.","Thiem D.","Hard",2023,"2023-26"
"Paul T.","Struff J.L.","Hard",2023,"2023-26"
"Mannarino A.","Isner J.","Hard",2023,"2023-26"
"Bautista Agut R.","Sousa J.","Hard",2023,"2023-26"
"Hurkacz H.","Sonego L.","Hard",2023,"2023-26"
"De Minaur A.","Mannarino A.","Hard",2023,"2023-26"
"Hurkacz H.","Shapovalov D.","Hard",2023,"2023-26"
"Khachanov K.","Tiafoe F.","Hard",2023,"2023-26"
"Bautista Agut R.","Murray A.","Hard",2023,"2023-26"
"Djokovic N.","Dimitrov G.","Hard",2023,"2023-26"
"Tsitsipas S.","Sinner J.","Hard",2023,"2023-26"
"Paul T.","Bautista Agut R.","Hard",2023,"2023-26"
"Djokovic N.","De Minaur A.","Hard",2023,"2023-26"
"Djokovic N.","Rublev A.","Hard",2023,"2023-26"
"Tsitsipas S.","Khachanov K.","Hard",2023,"2023-26"
"Djokovic N.","Paul T.","Hard",2023,"2023-26"
"Djokovic N.","Tsitsipas S.","Hard",2023,"2023-26"
"Ramos-Vinolas A.","Lajovic D.","Clay",2023,"2023-26"
"Ramos-Vinolas A.","Sousa J.","Clay",2023,"2023-26"
"Mannarino A.","Johnson S.","Hard",2023,"2023-26"
"Sinner J.","Sonego L.","Hard",2023,"2023-26"
"Alcaraz C.","Lajovic D.","Clay",2023,"2023-26"
"Alcaraz C.","Norrie C.","Clay",2023,"2023-26"
"Fritz T.","Mannarino A.","Hard",2023,"2023-26"
"Fritz T.","Kecmanovic M.","Hard",2023,"2023-26"
"Gasquet R.","Carreno Busta P.","Hard",2023,"2023-26"
"Wawrinka S.","Bublik A.","Hard",2023,"2023-26"
"Hurkacz H.","Bautista Agut R.","Hard",2023,"2023-26"
"Auger-Aliassime F.","Sonego L.","Hard",2023,"2023-26"
"De Minaur A.","Rublev A.","Hard",2023,"2023-26"
"Wawrinka S.","Gasquet R.","Hard",2023,"2023-26"
"Dimitrov G.","Hurkacz H.","Hard",2023,"2023-26"
"Sinner J.","Tsitsipas S.","Hard",2023,"2023-26"
"Dimitrov G.","De Minaur A.","Hard",2023,"2023-26"
"Medvedev D.","Auger-Aliassime F.","Hard",2023,"2023-26"
"Sinner J.","Wawrinka S.","Hard",2023,"2023-26"
"Medvedev D.","Dimitrov G.","Hard",2023,"2023-26"
"Medvedev D.","Sinner J.","Hard",2023,"2023-26"
"Murray A.","Sonego L.","Hard",2023,"2023-26"
"Murray A.","Zverev A.","Hard",2023,"2023-26"
"Medvedev D.","Auger-Aliassime F.","Hard",2023,"2023-26"
"Medvedev D.","Murray A.","Hard",2023,"2023-26"
"Wawrinka S.","Gasquet R.","Hard",2023,"2023-26"
"Bublik A.","Dimitrov G.","Hard",2023,"2023-26"
"Hurkacz H.","Bublik A.","Hard",2023,"2023-26"
"Lajovic D.","Schwartzman D.","Clay",2023,"2023-26"
"Alcaraz C.","Fognini F.","Clay",2023,"2023-26"
"Alcaraz C.","Lajovic D.","Clay",2023,"2023-26"
"Norrie C.","Alcaraz C.","Clay",2023,"2023-26"
"Fritz T.","Isner J.","Hard",2023,"2023-26"
"Shapovalov D.","Kecmanovic M.","Hard",2023,"2023-26"
"Tiafoe F.","Lopez F.","Hard",2023,"2023-26"
"Fritz T.","Shapovalov D.","Hard",2023,"2023-26"
"Fritz T.","Tiafoe F.","Hard",2023,"2023-26"
"Paul T.","Fritz T.","Hard",2023,"2023-26"
"De Minaur A.","Paul T.","Hard",2023,"2023-26"
"Sonego L.","Auger-Aliassime F.","Hard",2023,"2023-26"
"Medvedev D.","Bublik A.","Hard",2023,"2023-26"
"Zverev A.","Sonego L.","Hard",2023,"2023-26"
"Djokovic N.","Hurkacz H.","Hard",2023,"2023-26"
"Medvedev D.","Coric B.","Hard",2023,"2023-26"
"Rublev A.","Zverev A.","Hard",2023,"2023-26"
"Medvedev D.","Djokovic N.","Hard",2023,"2023-26"
"Medvedev D.","Rublev A.","Hard",2023,"2023-26"
"Mannarino A.","Thiem D.","Hard",2023,"2023-26"
"Ruud C.","Schwartzman D.","Hard",2023,"2023-26"
"Sinner J.","Gasquet R.","Hard",2023,"2023-26"
"Wawrinka S.","Kecmanovic M.","Hard",2023,"2023-26"
"Paul T.","Struff J.L.","Hard",2023,"2023-26"
"Paul T.","Hurkacz H.","Hard",2023,"2023-26"
"Sinner J.","Mannarino A.","Hard",2023,"2023-26"
"Medvedev D.","Zverev A.","Hard",2023,"2023-26"
"Norrie C.","Rublev A.","Hard",2023,"2023-26"
"Sinner J.","Wawrinka S.","Hard",2023,"2023-26"
"Auger-Aliassime F.","Paul T.","Hard",2023,"2023-26"
"Tiafoe F.","Norrie C.","Hard",2023,"2023-26"
"Sinner J.","Fritz T.","Hard",2023,"2023-26"
"Alcaraz C.","Auger-Aliassime F.","Hard",2023,"2023-26"
"Medvedev D.","Tiafoe F.","Hard",2023,"2023-26"
"Alcaraz C.","Sinner J.","Hard",2023,"2023-26"
"Alcaraz C.","Medvedev D.","Hard",2023,"2023-26"
"Lajovic D.","Murray A.","Hard",2023,"2023-26"
"Struff J.L.","Fognini F.","Hard",2023,"2023-26"
"Sonego L.","Thiem D.","Hard",2023,"2023-26"
"Dimitrov G.","Struff J.L.","Hard",2023,"2023-26"
"Fritz T.","Shapovalov D.","Hard",2023,"2023-26"
"Rublev A.","Kecmanovic M.","Hard",2023,"2023-26"
"Alcaraz C.","Lajovic D.","Hard",2023,"2023-26"
"Sinner J.","Dimitrov G.","Hard",2023,"2023-26"
"Mannarino A.","Hurkacz H.","Hard",2023,"2023-26"
"Sonego L.","Tiafoe F.","Hard",2023,"2023-26"
"Sinner J.","Rublev A.","Hard",2023,"2023-26"
"Alcaraz C.","Paul T.","Hard",2023,"2023-26"
"Khachanov K.","Tsitsipas S.","Hard",2023,"2023-26"
"Alcaraz C.","Fritz T.","Hard",2023,"2023-26"
"Medvedev D.","Khachanov K.","Hard",2023,"2023-26"
"Sinner J.","Alcaraz C.","Hard",2023,"2023-26"
"Medvedev D.","Sinner J.","Hard",2023,"2023-26"
"Ruud C.","Sousa J.","Clay",2023,"2023-26"
"Ruud C.","Kecmanovic M.","Clay",2023,"2023-26"
"Tiafoe F.","Johnson S.","Clay",2023,"2023-26"
"Struff J.L.","Ramos-Vinolas A.","Clay",2023,"2023-26"
"Schwartzman D.","Goffin D.","Clay",2023,"2023-26"
"De Minaur A.","Murray A.","Clay",2023,"2023-26"
"Thiem D.","Gasquet R.","Clay",2023,"2023-26"
"Zverev A.","Bublik A.","Clay",2023,"2023-26"
"Zverev A.","Bautista Agut R.","Clay",2023,"2023-26"
"Struff J.L.","De Minaur A.","Clay",2023,"2023-26"
"Medvedev D.","Sonego L.","Clay",2023,"2023-26"
"Fritz T.","Wawrinka S.","Clay",2023,"2023-26"
"Sinner J.","Hurkacz H.","Clay",2023,"2023-26"
"Struff J.L.","Ruud C.","Clay",2023,"2023-26"
"Rublev A.","Khachanov K.","Clay",2023,"2023-26"
"Medvedev D.","Zverev A.","Clay",2023,"2023-26"
"Rublev A.","Struff J.L.","Clay",2023,"2023-26"
"Fritz T.","Tsitsipas S.","Clay",2023,"2023-26"
"Rublev A.","Fritz T.","Clay",2023,"2023-26"
"Goffin D.","Lopez F.","Clay",2023,"2023-26"
"Sinner J.","Schwartzman D.","Clay",2023,"2023-26"
"Tsitsipas S.","Shapovalov D.","Clay",2023,"2023-26"
"Alcaraz C.","Bautista Agut R.","Clay",2023,"2023-26"
"Tsitsipas S.","De Minaur A.","Clay",2023,"2023-26"
"Alcaraz C.","Tsitsipas S.","Clay",2023,"2023-26"
"Lajovic D.","Djokovic N.","Clay",2023,"2023-26"
"Lajovic D.","Kecmanovic M.","Clay",2023,"2023-26"
"Lajovic D.","Rublev A.","Clay",2023,"2023-26"
"Fritz T.","Thiem D.","Clay",2023,"2023-26"
"Struff J.L.","Sonego L.","Clay",2023,"2023-26"
"Rublev A.","Wawrinka S.","Clay",2023,"2023-26"
"Hurkacz H.","Gasquet R.","Clay",2023,"2023-26"
"Lajovic D.","Auger-Aliassime F.","Clay",2023,"2023-26"
"Tsitsipas S.","Thiem D.","Clay",2023,"2023-26"
"Khachanov K.","Bautista Agut R.","Clay",2023,"2023-26"
"Coric B.","Hurkacz H.","Clay",2023,"2023-26"
"Alcaraz C.","Dimitrov G.","Clay",2023,"2023-26"
"Struff J.L.","Lajovic D.","Clay",2023,"2023-26"
"Khachanov K.","Rublev A.","Clay",2023,"2023-26"
"Alcaraz C.","Zverev A.","Clay",2023,"2023-26"
"Alcaraz C.","Khachanov K.","Clay",2023,"2023-26"
"Struff J.L.","Tsitsipas S.","Clay",2023,"2023-26"
"Alcaraz C.","Coric B.","Clay",2023,"2023-26"
"Alcaraz C.","Struff J.L.","Clay",2023,"2023-26"
"Fognini F.","Murray A.","Clay",2023,"2023-26"
"Sonego L.","Chardy J.","Clay",2023,"2023-26"
"Dimitrov G.","Wawrinka S.","Clay",2023,"2023-26"
"Fognini F.","Kecmanovic M.","Clay",2023,"2023-26"
"Alcaraz C.","Ramos-Vinolas A.","Clay",2023,"2023-26"
"Zverev A.","Goffin D.","Clay",2023,"2023-26"
"Djokovic N.","Dimitrov G.","Clay",2023,"2023-26"
"Ruud C.","Bublik A.","Clay",2023,"2023-26"
"Tsitsipas S.","Sonego L.","Clay",2023,"2023-26"
"Djokovic N.","Norrie C.","Clay",2023,"2023-26"
"Medvedev D.","Zverev A.","Clay",2023,"2023-26"
"Tsitsipas S.","Coric B.","Clay",2023,"2023-26"
"Medvedev D.","Tsitsipas S.","Clay",2023,"2023-26"
"Dimitrov G.","Fritz T.","Clay",2023,"2023-26"
"Norrie C.","Goffin D.","Clay",2023,"2023-26"
"Hurkacz H.","Goffin D.","Clay",2023,"2023-26"
"Norrie C.","Paire B.","Clay",2023,"2023-26"
"Fognini F.","Auger-Aliassime F.","Clay",2023,"2023-26"
"Wawrinka S.","Ramos-Vinolas A.","Clay",2023,"2023-26"
"Sonego L.","Rublev A.","Clay",2023,"2023-26"
"Tsitsipas S.","Schwartzman D.","Clay",2023,"2023-26"
"Alcaraz C.","Shapovalov D.","Clay",2023,"2023-26"
"Zverev A.","Tiafoe F.","Clay",2023,"2023-26"
"Khachanov K.","Sonego L.","Clay",2023,"2023-26"
"Zverev A.","Dimitrov G.","Clay",2023,"2023-26"
"Djokovic N.","Khachanov K.","Clay",2023,"2023-26"
"Alcaraz C.","Tsitsipas S.","Clay",2023,"2023-26"
"Djokovic N.","Alcaraz C.","Clay",2023,"2023-26"
"Ruud C.","Zverev A.","Clay",2023,"2023-26"
"Djokovic N.","Ruud C.","Clay",2023,"2023-26"
"Bublik A.","Goffin D.","Grass",2023,"2023-26"
"Sinner J.","Bublik A.","Grass",2023,"2023-26"
"Mannarino A.","Medvedev D.","Grass",2023,"2023-26"
"Struff J.L.","Paul T.","Grass",2023,"2023-26"
"Gasquet R.","Tsitsipas S.","Grass",2023,"2023-26"
"Struff J.L.","Gasquet R.","Grass",2023,"2023-26"
"Struff J.L.","Hurkacz H.","Grass",2023,"2023-26"
"Tiafoe F.","Struff J.L.","Grass",2023,"2023-26"
"Sinner J.","Gasquet R.","Grass",2023,"2023-26"
"Zverev A.","Thiem D.","Grass",2023,"2023-26"
"Bublik A.","Coric B.","Grass",2023,"2023-26"
"Zverev A.","Shapovalov D.","Grass",2023,"2023-26"
"Sinner J.","Sonego L.","Grass",2023,"2023-26"
"Bublik A.","Struff J.L.","Grass",2023,"2023-26"
"Bautista Agut R.","Medvedev D.","Grass",2023,"2023-26"
"Bublik A.","Zverev A.","Grass",2023,"2023-26"
"Rublev A.","Bautista Agut R.","Grass",2023,"2023-26"
"Bublik A.","Rublev A.","Grass",2023,"2023-26"
"Norrie C.","Kecmanovic M.","Grass",2023,"2023-26"
"De Minaur A.","Murray A.","Grass",2023,"2023-26"
"De Minaur A.","Schwartzman D.","Grass",2023,"2023-26"
"Mannarino A.","Fritz T.","Grass",2023,"2023-26"
"De Minaur A.","Mannarino A.","Grass",2023,"2023-26"
